submitted_id	current_id	converted_id	current_symbol
CG9967	FBgn0031413	FBgn0031413	CG9967
CG5466	FBgn0038815	FBgn0038815	CG5466
CG5514	FBgn0039560	FBgn0039560	CG5514
CG14621	FBgn0031183	FBgn0031183	CG14621
CG30187	FBgn0050187	FBgn0050187	CG30187
CG12018	FBgn0027903	FBgn0027903	CG12018
snoRNA:Psi28S-3378	FBgn0082963	FBgn0082963	snoRNA:Psi28S-3378
beta4GalNAcTB	FBgn0039625	FBgn0039625	beta4GalNAcTB
CG32773	FBgn0052773	FBgn0052773	CR32773
Osi12	FBgn0037419	FBgn0037419	Osi12
CG6330	FBgn0039464	FBgn0039464	CG6330
Chd64	FBgn0035499	FBgn0035499	Chd64
CG10089	FBgn0036369	FBgn0036369	CG10089
Alk	FBgn0040505	FBgn0040505	Alk
CG32685	FBgn0052685	FBgn0052685	ZAP3
Nrx-IV	FBgn0013997	FBgn0013997	Nrx-IV
Ubi-p63E	FBgn0003943	FBgn0003943	Ubi-p63E
CG42555	FBgn0261671	FBgn0261671	tweek
Rpn2	FBgn0028692	FBgn0028692	Rpn2
Mat89Bb	unknown ID	-	-
CG1646	FBgn0039600	FBgn0039600	CG1646
kuz	FBgn0259984	FBgn0259984	kuz
l(3)05822	FBgn0010877	FBgn0010877	l(3)05822
east	FBgn0261954	FBgn0261954	east
CG8888	FBgn0033679	FBgn0033679	CG8888
mRpS2	FBgn0031639	FBgn0031639	mRpS2
CG1213	FBgn0037387	FBgn0037387	CG1213
CG14876	FBgn0263023	FBgn0263023	CG43318
CG14876	FBgn0263022	FBgn0263022	CG43317
CG7177	FBgn0037098	FBgn0037098	Wnk
CG7177	FBgn0084817	FBgn0084817	Dmir\CG7177
Eph	FBgn0025936	FBgn0025936	Eph
Def	FBgn0010385	FBgn0010385	Def
b6	FBgn0024897	FBgn0024897	b6
Nha1	FBgn0031865	FBgn0031865	Nha1
Bre1	FBgn0086694	FBgn0086694	Bre1
CG15445	FBgn0031161	FBgn0031161	CG15445
CG11658	FBgn0036196	FBgn0036196	CG11658
CG9384	FBgn0036446	FBgn0036446	CG9384
CG7009	FBgn0038861	FBgn0038861	CG7009
CG9455	FBgn0033113	FBgn0033113	Spn42Dc
CG10641	FBgn0032731	FBgn0032731	Swip-1
CG4966	FBgn0034261	FBgn0034261	HPS4
Lk6	FBgn0017581	FBgn0017581	Lk6
CG13248	FBgn0036984	FBgn0036984	CG13248
bbc	FBgn0033844	FBgn0033844	bbc
CG1553	FBgn0033224	FBgn0033224	Nop17l
CG3609	FBgn0031418	FBgn0031418	CG3609
CG10414	FBgn0032691	FBgn0032691	Atac2
CG17765	FBgn0033529	FBgn0033529	CG17765
pen-2	FBgn0053198	FBgn0053198	pen-2
CG3781	FBgn0029853	FBgn0029853	CG3781
CG6195	FBgn0038723	FBgn0038723	CG6195
Manf	FBgn0027095	FBgn0027095	Manf
CG32436	FBgn0052436	FBgn0052436	CG32436
CG1815	FBgn0039863	FBgn0039863	CG1815
cnc	FBgn0262975	FBgn0262975	cnc
Vps35	FBgn0034708	FBgn0034708	Vps35
tok	FBgn0004885	FBgn0004885	tok
CG3907	FBgn0034958	FBgn0034958	CG3907
CG3907	FBgn0068322	FBgn0068322	Dyak\GE11497
Myo28B1	FBgn0040299	FBgn0040299	Myo28B1
CG9925	FBgn0038191	FBgn0038191	CG9925
Pp2B-14D	FBgn0011826	FBgn0011826	Pp2B-14D
CG12879	FBgn0071928	FBgn0071928	Dpse\GA11879
CG12879	FBgn0263025	FBgn0263025	CG43320
CG12879	FBgn0263024	FBgn0263024	CG43319
CG4771	FBgn0263143	FBgn0263143	vret
CG30401	FBgn0050401	FBgn0050401	CG30401
CG9154	FBgn0031777	FBgn0031777	CG9154
CG2889	FBgn0030206	FBgn0030206	CG2889
CG3624	FBgn0034724	FBgn0034724	babos
Ranbp11	FBgn0053139	FBgn0053139	Ranbp11
Ugt	FBgn0014075	FBgn0014075	Ugt
Acp62F	FBgn0020509	FBgn0020509	Acp62F
lin	FBgn0002552	FBgn0002552	lin
CG8027	FBgn0033392	FBgn0033392	CG8027
ATPsyn-b	FBgn0019644	FBgn0019644	ATPsyn-b
CG9940	FBgn0084052	FBgn0084052	Dmir\CG9940
CG9940	FBgn0030512	FBgn0030512	CG9940
CG34441	FBgn0085470	FBgn0085470	lmgB
CG31715	FBgn0051715	FBgn0051715	CG31715
CG15443	FBgn0031609	FBgn0031609	CG15443
CG10660	FBgn0036288	FBgn0036288	CG10660
CG34254	FBgn0085283	FBgn0085283	CG34254
Su(var)3-7	FBgn0003598	FBgn0003598	Su(var)3-7
l(2)k01209	FBgn0022029	FBgn0022029	l(2)k01209
CG14253	FBgn0039467	FBgn0039467	CG14253
Graf	FBgn0030685	FBgn0030685	Graf
CG10265	FBgn0033990	FBgn0033990	CG10265
CG31788	FBgn0051788	FBgn0051788	CG31788
Ppox	FBgn0020018	FBgn0020018	Ppox
CG42872	FBgn0262146	FBgn0262146	MtnE
GNBP2	FBgn0040322	FBgn0040322	GNBP2
snoRNA:Or-aca1	FBgn0082925	FBgn0082925	snoRNA:Or-aca1
sas	FBgn0002306	FBgn0002306	sas
Aps	FBgn0036111	FBgn0036111	Aps
CG5776	FBgn0032450	FBgn0032450	CG5776
qjt	FBgn0036730	FBgn0036730	qjt
Mhc	FBgn0264695	FBgn0264695	Mhc
pita	FBgn0034878	FBgn0034878	pita
CG4103	FBgn0261882	FBgn0261882	l(2)35Bc
CG6071	FBgn0036186	FBgn0036186	CG6071
CG3792	FBgn0031662	FBgn0031662	CG3792
Prx5037	unknown ID	-	-
Ald	FBgn0000064	FBgn0000064	Ald
CG17510	FBgn0039969	FBgn0039969	Fis1
CG32024	FBgn0052024	FBgn0052024	CG32024
CG30340	FBgn0050340	FBgn0050340	CG30340
CG5861	FBgn0015338	FBgn0015338	CG5861
pwn	FBgn0003174	FBgn0003174	pwn
Arf102F	FBgn0013749	FBgn0013749	Arf102F
CG4589	FBgn0019886	FBgn0019886	Letm1
CG12106	FBgn0030100	FBgn0030100	CG12106
CG6405	FBgn0032428	FBgn0032428	CG6405
me31B	FBgn0004419	FBgn0004419	me31B
bcd	FBgn0000166	FBgn0000166	bcd
CG33155	FBgn0053155	FBgn0053155	CG33155
CG5346	FBgn0038981	FBgn0038981	CG5346
CG3253	FBgn0041706	FBgn0041706	CG3253
CG10553	FBgn0039324	FBgn0039324	CG10553
Hsc70-4	FBgn0266599	FBgn0266599	Hsc70-4
Eb1	FBgn0027066	FBgn0027066	Eb1
Rpp30	FBgn0022246	FBgn0022246	Rpp30
Dsor1	FBgn0010269	FBgn0010269	Dsor1
Mat1	FBgn0024956	FBgn0024956	Mat1
mus209	unknown ID	-	-
Pph13	FBgn0023489	FBgn0023489	Pph13
CG42496	FBgn0260222	FBgn0260222	CG42496
Gie	FBgn0037551	FBgn0037551	Gie
CG1662	FBgn0030481	FBgn0030481	CG1662
CG33120	FBgn0053120	FBgn0053120	CG33120
Prp18	FBgn0027784	FBgn0027784	Prp18
Sply	FBgn0010591	FBgn0010591	Sply
CG32638	FBgn0052638	FBgn0052638	CG32638
CG3568	FBgn0029710	FBgn0029710	CG3568
flr	FBgn0260049	FBgn0260049	flr
CG10289	FBgn0035688	FBgn0035688	CG10289
Sfp60F	FBgn0259968	FBgn0259968	Sfp60F
CG6503	FBgn0068272	FBgn0068272	Dyak\GE10631
CG6503	FBgn0040606	FBgn0040606	CG6503
CG16959	FBgn0036481	FBgn0036481	CG16959
CG6287	FBgn0032350	FBgn0032350	CG6287
CG6287	FBgn0083442	FBgn0083442	Dsim\GD22186
CG14968	FBgn0035431	FBgn0035431	CG14968
otu	FBgn0003023	FBgn0003023	otu
fra	FBgn0011592	FBgn0011592	fra
CG4933	FBgn0036615	FBgn0036615	CG4933
CG7453	FBgn0030991	FBgn0030991	CG7453
CG16838	FBgn0036574	FBgn0036574	CG16838
CG4300	FBgn0036272	FBgn0036272	CG4300
CG5731	FBgn0032192	FBgn0032192	CG5731
CG32152	FBgn0052152	FBgn0052152	CG32152
CG18766	FBgn0042111	FBgn0042111	CG18766
CG4159	FBgn0038811	FBgn0038811	CG4159
CG30122	FBgn0050122	FBgn0050122	CG30122
CG13138	FBgn0032211	FBgn0032211	CG13138
CG42774	FBgn0261842	FBgn0261842	pre-mod(mdg4)-AE
GlcAT-I	FBgn0066114	FBgn0066114	GlcAT-I
gus	FBgn0026238	FBgn0026238	gus
CG9318	FBgn0032880	FBgn0032880	CG9318
Cht5	FBgn0038180	FBgn0038180	Cht5
CG14182	FBgn0036922	FBgn0036922	CG14182
Tango7	FBgn0033902	FBgn0033902	Tango7
Amph	FBgn0027356	FBgn0027356	Amph
RnpS1	FBgn0037707	FBgn0037707	RnpS1
CG15772	FBgn0029799	FBgn0029799	CG15772
Adgf-A	FBgn0036752	FBgn0036752	Adgf-A
CG5830	FBgn0036556	FBgn0036556	CG5830
CG13667	FBgn0035890	FBgn0035890	CG13667
Hn	FBgn0001208	FBgn0001208	Hn
Pgant35A	FBgn0001970	FBgn0001970	Pgant35A
CG6830	FBgn0037934	FBgn0037934	CG6830
mRpS22	FBgn0039555	FBgn0039555	mRpS22
Oatp74D	FBgn0036732	FBgn0036732	Oatp74D
levy	FBgn0034877	FBgn0034877	levy
CG1103	FBgn0037235	FBgn0037235	CG1103
stops	FBgn0086704	FBgn0086704	stops
CG9436	FBgn0033101	FBgn0033101	CG9436
CG13339	FBgn0033871	FBgn0033871	CG13339
CG13339	FBgn0068440	FBgn0068440	Dyak\GE12563
Ge-1	FBgn0032340	FBgn0032340	Ge-1
CG6322	FBgn0036733	FBgn0036733	U4-U6-60K
betaggt-I	FBgn0015000	FBgn0015000	betaggt-I
CG13384	FBgn0032036	FBgn0032036	CG13384
Ptp69D	FBgn0014007	FBgn0014007	Ptp69D
shi	FBgn0003392	FBgn0003392	shi
pes	FBgn0031969	FBgn0031969	pes
ple	FBgn0005626	FBgn0005626	ple
Plap	FBgn0024314	FBgn0024314	Plap
sing	FBgn0261245	FBgn0261245	sing
cathD	FBgn0029093	FBgn0029093	cathD
CG7422	FBgn0035815	FBgn0035815	Snmp2
Aats-glupro	FBgn0005674	FBgn0005674	Aats-glupro
RanGap	unknown ID	-	-
CG11961	FBgn0034436	FBgn0034436	CG11961
CG13568	FBgn0034965	FBgn0034965	ppk29
r2d2	FBgn0031951	FBgn0031951	r2d2
CG3003	FBgn0261931	FBgn0261931	CG42797
Nmt	FBgn0020392	FBgn0020392	Nmt
CG8915	FBgn0085064	FBgn0085064	Dmir\CG8915
CG8915	FBgn0030833	FBgn0030833	CG8915
Jarid2	FBgn0036004	FBgn0036004	Jarid2
CG9356	FBgn0037688	FBgn0037688	CG9356
CG15155	FBgn0032669	FBgn0032669	CG15155
SPoCk	FBgn0052451	FBgn0052451	SPoCk
CG14199	FBgn0040890	FBgn0040890	ksh
CG9027	FBgn0033631	FBgn0033631	Sod3
BM-40-SPARC	FBgn0026562	FBgn0026562	BM-40-SPARC
alt	FBgn0038535	FBgn0038535	alt
CalpA	FBgn0012051	FBgn0012051	CalpA
CG11985	FBgn0040534	FBgn0040534	CG11985
CG15784	FBgn0029766	FBgn0029766	CG15784
CG32250	FBgn0052250	FBgn0052250	CG32250
Rel	FBgn0014018	FBgn0014018	Rel
CG2063	FBgn0033400	FBgn0033400	CG2063
Las	FBgn0029158	FBgn0029158	Las
CG4203	FBgn0038300	FBgn0038300	CG4203
CG1927	FBgn0027547	FBgn0027547	CG1927
C1GalTA	FBgn0032078	FBgn0032078	C1GalTA
CG5973	FBgn0031914	FBgn0031914	CG5973
Ppn	FBgn0003137	FBgn0003137	Ppn
CG8768	FBgn0033769	FBgn0033769	CG8768
CG2930	FBgn0028491	FBgn0028491	CG2930
Cyp12a4	FBgn0038681	FBgn0038681	Cyp12a4
NC2alpha	FBgn0034650	FBgn0034650	NC2alpha
CG8552	FBgn0031990	FBgn0031990	CG8552
CG8552	FBgn0045586	FBgn0045586	Dsim\GD23509
CG8552	FBgn0261164	FBgn0261164	Dsim\CG8552
eIF-3p66	FBgn0040227	FBgn0040227	eIF-3p66
CG14785	FBgn0027795	FBgn0027795	CG14785
CG14785	FBgn0263227	FBgn0263227	Dsim\CG14785
CG14785	FBgn0173880	FBgn0173880	Dsec\GM18977
Cda5	FBgn0051973	FBgn0051973	Cda5
CG11550	FBgn0039864	FBgn0039864	CG11550
CG4872	FBgn0030799	FBgn0030799	CG4872
RpS3A	FBgn0017545	FBgn0017545	RpS3A
Atg2	FBgn0044452	FBgn0044452	Atg2
ppk28	FBgn0030795	FBgn0030795	ppk28
CG42656	FBgn0261508	FBgn0261508	CG42656
l(2)08717	FBgn0010651	FBgn0010651	l(2)08717
dnt	FBgn0024245	FBgn0024245	dnt
CG12895	FBgn0033523	FBgn0033523	CG12895
CG8461	FBgn0038235	FBgn0038235	CG8461
dys	FBgn0039411	FBgn0039411	dys
CG13737	FBgn0036382	FBgn0036382	CG13737
CG13255	FBgn0040636	FBgn0040636	CG13255
mus101	FBgn0002878	FBgn0002878	mus101
CG14286	FBgn0038673	FBgn0038673	CG14286
CG8003	FBgn0036096	FBgn0036096	CG8003
CG10916	FBgn0034312	FBgn0034312	CG10916
CG10352	FBgn0030348	FBgn0030348	CG10352
CG2691	FBgn0030504	FBgn0030504	CG2691
CG4495	FBgn0031893	FBgn0031893	CG4495
Mfap1	FBgn0035294	FBgn0035294	Mfap1
sip3	FBgn0039875	FBgn0039875	sip3
CG12512	FBgn0031703	FBgn0031703	CG12512
snoRNA:MeU5-C46	unknown ID	-	-
CG32650	FBgn0052650	FBgn0052650	CG32650
Pka-R1	FBgn0259243	FBgn0259243	Pka-R1
CG1358	FBgn0033196	FBgn0033196	CG1358
Aats-met	FBgn0027083	FBgn0027083	Aats-met
CG10721	FBgn0032846	FBgn0032846	CG10721
CG18490	FBgn0261553	FBgn0261553	CG42671
scpr-C	FBgn0037879	FBgn0037879	scpr-C
Ced-12	FBgn0032409	FBgn0032409	Ced-12
Nplp2	FBgn0040813	FBgn0040813	Nplp2
Rph	FBgn0030230	FBgn0030230	Rph
fu12	FBgn0026718	FBgn0026718	fu12
CG13599	FBgn0039128	FBgn0039128	CG13599
CG7148	FBgn0046301	FBgn0046301	CG7148
CG4291	FBgn0031287	FBgn0031287	CG4291
UK114	FBgn0086691	FBgn0086691	UK114
disp	FBgn0029088	FBgn0029088	disp
Sclp	FBgn0030357	FBgn0030357	Sclp
CG2685	FBgn0024998	FBgn0024998	CG2685
CG13067	FBgn0036589	FBgn0036589	CG13067
CG16817	FBgn0037728	FBgn0037728	CG16817
Tcp-1zeta	FBgn0027329	FBgn0027329	Tcp-1zeta
CG7133	FBgn0037150	FBgn0037150	CG7133
Irbp	FBgn0011774	FBgn0011774	Irbp
CG34179	FBgn0085208	FBgn0085208	CG34179
Syx17	FBgn0035540	FBgn0035540	Syx17
Tango5	FBgn0052675	FBgn0052675	Tango5
CG17104	FBgn0040496	FBgn0040496	CG17104
CG9634	FBgn0027528	FBgn0027528	CG9634
CG8602	FBgn0035763	FBgn0035763	CG8602
hppy	FBgn0263395	FBgn0263395	hppy
CG11376	FBgn0031216	FBgn0031216	Zir
rtGEF	unknown ID	-	-
CG7737	FBgn0033584	FBgn0033584	CG7737
dco	FBgn0002413	FBgn0002413	dco
Taz	FBgn0026619	FBgn0026619	Taz
m6	unknown ID	-	-
CG31523	FBgn0051523	FBgn0051523	CG31523
dgt2	FBgn0032390	FBgn0032390	dgt2
Usp7	FBgn0030366	FBgn0030366	Usp7
Tctp	FBgn0037874	FBgn0037874	Tctp
CG5335	FBgn0034365	FBgn0034365	CG5335
CG8272	FBgn0033337	FBgn0033337	CG8272
CG7181	FBgn0067233	FBgn0067233	Dmau\CG7181
CG7181	FBgn0263911	FBgn0263911	CoVIII
CG7181	FBgn0067173	FBgn0067173	Dsim\CG7181
CG7181	FBgn0068254	FBgn0068254	Dyak\GE22321
CG2991	FBgn0031474	FBgn0031474	CG2991
CG1732	FBgn0039915	FBgn0039915	CG1732
CG42389	FBgn0259735	FBgn0259735	CG42389
CG12772	FBgn0030055	FBgn0030055	CG12772
CG14903	FBgn0038446	FBgn0038446	CG14903
CG4542	FBgn0029906	FBgn0029906	CG4542
CG7637	FBgn0033548	FBgn0033548	CG7637
RpS27	FBgn0039300	FBgn0039300	RpS27
CG2100	FBgn0037369	FBgn0037369	CG2100
Tgt	FBgn0031321	FBgn0031321	Tgt
CG8370	FBgn0034060	FBgn0034060	CG8370
Mer	FBgn0086384	FBgn0086384	Mer
CG17802	FBgn0038549	FBgn0038549	CG17802
CG2982	FBgn0266570	FBgn0266570	CG2982
CG6116	FBgn0032499	FBgn0032499	Uvrag
aralar1	FBgn0028646	FBgn0028646	aralar1
CG32706	FBgn0052706	FBgn0052706	CG32706
CG6196	FBgn0266722	FBgn0266722	Trs33
CG32483	FBgn0052483	FBgn0052483	CG32483
YL-1	FBgn0032321	FBgn0032321	YL-1
mRpS29	FBgn0034727	FBgn0034727	mRpS29
CG30089	FBgn0050089	FBgn0050089	CG30089
mRpL27	FBgn0053002	FBgn0053002	mRpL27
CG15422	FBgn0031579	FBgn0031579	CG15422
CG30339	FBgn0050339	FBgn0050339	CG30339
SamDC	FBgn0019932	FBgn0019932	SamDC
mRpL4	FBgn0001995	FBgn0001995	mRpL4
CG30116	FBgn0028496	FBgn0028496	CG30116
CycK	FBgn0025674	FBgn0025674	CycK
LIMK1	FBgn0041203	FBgn0041203	LIMK1
CG4788	FBgn0032354	FBgn0032354	CG4788
Gef26	unknown ID	-	-
glob1	FBgn0027657	FBgn0027657	glob1
Rad17	FBgn0025808	FBgn0025808	Rad17
CG11377	FBgn0031217	FBgn0031217	CG11377
l(2)35Cc	FBgn0259982	FBgn0259982	l(2)35Cc
CG17883	FBgn0040005	FBgn0040005	CG17883
Mcm5	FBgn0017577	FBgn0017577	Mcm5
mrn	FBgn0261109	FBgn0261109	mrn
CG31510	FBgn0051510	FBgn0051510	CG31510
CG16904	FBgn0037763	FBgn0037763	CG16904
Cat	FBgn0000261	FBgn0000261	Cat
CG30355	FBgn0050355	FBgn0050355	CG30355
CG17218	FBgn0032421	FBgn0032421	crok
CG32344	FBgn0052344	FBgn0052344	CG32344
kek6	FBgn0039862	FBgn0039862	kek6
CG30195	FBgn0050195	FBgn0050195	CG30195
CG1885	FBgn0030066	FBgn0030066	CG1885
Taf12L	FBgn0031623	FBgn0031623	Taf12L
RpS14b	FBgn0004404	FBgn0004404	RpS14b
CG9917	FBgn0030740	FBgn0030740	CG9917
Marf	FBgn0029870	FBgn0029870	Marf
Cyp6d4	FBgn0039006	FBgn0039006	Cyp6d4
Irk3	FBgn0032706	FBgn0032706	Irk3
Pp1-87B	FBgn0004103	FBgn0004103	Pp1-87B
CG11419	FBgn0034231	FBgn0034231	APC10
CG32679	FBgn0052679	FBgn0052679	CG32679
wls	FBgn0036141	FBgn0036141	wls
p130CAS	FBgn0035101	FBgn0035101	p130CAS
CkIIbeta	FBgn0000259	FBgn0000259	CkIIbeta
CG8360	FBgn0032001	FBgn0032001	CG8360
gish	FBgn0250823	FBgn0250823	gish
CG4893	FBgn0266417	FBgn0266417	CG45057
Hsp67Ba	FBgn0001227	FBgn0001227	Hsp67Ba
Start1	FBgn0035028	FBgn0035028	Start1
CG17754	FBgn0030114	FBgn0030114	CG17754
Dim1	FBgn0031601	FBgn0031601	Dim1
CG7324	FBgn0037074	FBgn0037074	CG7324
CG9934	FBgn0032467	FBgn0032467	CG9934
CG3224	FBgn0029885	FBgn0029885	CG3224
crp	FBgn0001994	FBgn0001994	crp
epsilonCOP	FBgn0027496	FBgn0027496	epsilonCOP
miple2	FBgn0029002	FBgn0029002	miple2
Rala	FBgn0015286	FBgn0015286	Rala
CG9705	FBgn0036661	FBgn0036661	CG9705
Lgr3	FBgn0039354	FBgn0039354	Lgr3
Dek	FBgn0026533	FBgn0026533	Dek
CG32803	FBgn0052803	FBgn0052803	CG32803
CG32138	FBgn0052138	FBgn0052138	CG32138
CG32138	FBgn0084458	FBgn0084458	Dmir\CG32138
hyd	FBgn0002431	FBgn0002431	hyd
CG32850	FBgn0052850	FBgn0052850	CG32850
CG8907	FBgn0038466	FBgn0038466	CG8907
Asator	FBgn0039908	FBgn0039908	Asator
Ide	FBgn0001247	FBgn0001247	Ide
snoRNA:Psi28S-1153	FBgn0083006	FBgn0083006	snoRNA:Psi28S-1153
CG10631	FBgn0032817	FBgn0032817	CG10631
Hmgs	FBgn0010611	FBgn0010611	Hmgs
debcl	FBgn0029131	FBgn0029131	debcl
CG8671	FBgn0032938	FBgn0032938	CG8671
CG2263	FBgn0030007	FBgn0030007	CG2263
regucalcin	FBgn0030362	FBgn0030362	regucalcin
ush	FBgn0003963	FBgn0003963	ush
CG31630	FBgn0262872	FBgn0262872	milt
CSN8	FBgn0261437	FBgn0261437	CSN8
CG9323	FBgn0032883	FBgn0032883	CG9323
CG9248	FBgn0032923	FBgn0032923	CG9248
kal-1	unknown ID	-	-
Tsp42Ee	FBgn0029506	FBgn0029506	Tsp42Ee
Wsck	FBgn0046685	FBgn0046685	Wsck
MSBP	FBgn0030703	FBgn0030703	MSBP
Spn	FBgn0010905	FBgn0010905	Spn
PrBP	FBgn0032059	FBgn0032059	PrBP
NiPp1	FBgn0026402	FBgn0026402	NiPp1
cpo	FBgn0263995	FBgn0263995	cpo
desat2	unknown ID	-	-
GlyP	FBgn0004507	FBgn0004507	GlyP
CG5742	FBgn0034304	FBgn0034304	CG5742
CG34331	FBgn0085360	FBgn0085360	CG34331
Aats-pro	FBgn0027082	FBgn0027082	Aats-pro
CG10208	FBgn0039118	FBgn0039118	CG10208
msn	FBgn0010909	FBgn0010909	msn
CG13792	FBgn0264087	FBgn0264087	Slob
CG30035	FBgn0086591	FBgn0086591	Dmir\CG30035
CG30035	FBgn0050035	FBgn0050035	Tret1-1
CG13602	FBgn0264741	FBgn0264741	CG43999
CG13602	FBgn0264740	FBgn0264740	CG43998
CG33932	FBgn0066303	FBgn0066303	CG33932
Ntf-2	FBgn0031145	FBgn0031145	Ntf-2
CG42588	FBgn0260965	FBgn0260965	CG42588
CG10131	FBgn0033949	FBgn0033949	CG10131
CG12093	FBgn0035372	FBgn0035372	CG12093
CG10470	FBgn0032746	FBgn0032746	CG10470
Sap47	FBgn0013334	FBgn0013334	Sap47
Actr13E	unknown ID	-	-
CG1673	FBgn0068691	FBgn0068691	Dsim\CG1673
CG1673	FBgn0030482	FBgn0030482	CG1673
CG1673	FBgn0082803	FBgn0082803	Dpai\CG1673
CG32712	FBgn0052712	FBgn0052712	CG32712
CG32712	FBgn0085929	FBgn0085929	Dsim\GD24571
CG33785	FBgn0061362	FBgn0061362	CG33785
CG1637	FBgn0030245	FBgn0030245	CG1637
CG12204	FBgn0031022	FBgn0031022	CG12204
zf30C	FBgn0022720	FBgn0022720	zf30C
CG7200	FBgn0032671	FBgn0032671	CG7200
Tim9a	FBgn0030480	FBgn0030480	Tim9a
CG12182	FBgn0028504	FBgn0028504	CG12182
CG10147	FBgn0035702	FBgn0035702	CG10147
CG10674	FBgn0068501	FBgn0068501	Dyak\GE20574
CG10674	FBgn0035592	FBgn0035592	CG10674
CG4721	FBgn0039024	FBgn0039024	CG4721
CG10855	FBgn0035461	FBgn0035461	ntc
DNaseII	FBgn0000477	FBgn0000477	DNaseII
CG14646	FBgn0037241	FBgn0037241	CG14646
CG13369	FBgn0025640	FBgn0025640	CG13369
CG15068	FBgn0040733	FBgn0040733	CG15068
CG9890	FBgn0034814	FBgn0034814	CG9890
CG9890	FBgn0064627	FBgn0064627	Dere\GG20073
RpL13	FBgn0011272	FBgn0011272	RpL13
CG33557	FBgn0053557	FBgn0053557	CG33557
CG31974	FBgn0051974	FBgn0051974	CG31974
Mms19	FBgn0037301	FBgn0037301	Mms19
CG11136	FBgn0034540	FBgn0034540	Lrt
CG11136	FBgn0068818	FBgn0068818	Dmir\CG11136
CG11136	FBgn0086573	FBgn0086573	Dafs\CG11136
CG11136	FBgn0070840	FBgn0070840	Dpse\GA10784
CG9360	FBgn0084571	FBgn0084571	Dsim\CG9360
CG9360	FBgn0030332	FBgn0030332	CG9360
CG8034	FBgn0084143	FBgn0084143	Dmir\CG8034
CG8034	FBgn0031011	FBgn0031011	CG8034
CG17278	FBgn0046763	FBgn0046763	CG17278
CG12200	FBgn0067530	FBgn0067530	Dsim\CG12200
CG12200	FBgn0031018	FBgn0031018	CG12200
pfk	FBgn0035405	FBgn0035405	pfk
CG13016	FBgn0033899	FBgn0033899	CG13016
cln3	FBgn0036756	FBgn0036756	cln3
mbc	FBgn0015513	FBgn0015513	mbc
Akt1	FBgn0010379	FBgn0010379	Akt1
CG9581	FBgn0031093	FBgn0031093	CG9581
RpI135	FBgn0003278	FBgn0003278	RpI135
Sse	FBgn0035627	FBgn0035627	Sse
CG4389	FBgn0028479	FBgn0028479	Mtpalpha
CG12522	FBgn0036131	FBgn0036131	CG12522
SmB	FBgn0262601	FBgn0262601	SmB
CG10336	FBgn0032698	FBgn0032698	CG10336
CG7910	FBgn0261205	FBgn0261205	Dsec\CG7910
CG7910	FBgn0037547	FBgn0037547	CG7910
Zyx102EF	unknown ID	-	-
CG3056	FBgn0024987	FBgn0024987	ssx
R	FBgn0004636	FBgn0004636	R
CG10116	FBgn0036367	FBgn0036367	CG10116
CG8165	FBgn0037703	FBgn0037703	JHDM2
Gmap	FBgn0027287	FBgn0027287	Gmap
C3G	FBgn0259228	FBgn0259228	C3G
CG15431	FBgn0031602	FBgn0031602	CG15431
CG5916	FBgn0038401	FBgn0038401	CG5916
Pli	FBgn0025574	FBgn0025574	Pli
CG5013	FBgn0038396	FBgn0038396	CG5013
CG31633	FBgn0051633	FBgn0051633	CG31633
CG31633	FBgn0068338	FBgn0068338	Dyak\GE18423
Spn28D	unknown ID	-	-
CG2712	FBgn0024975	FBgn0024975	CG2712
mRpL22	FBgn0030786	FBgn0030786	mRpL22
dUTPase	FBgn0250837	FBgn0250837	dUTPase
ana3	FBgn0266111	FBgn0266111	ana3
CG2083	FBgn0263392	FBgn0263392	CG43444
alphaPS5	unknown ID	-	-
CG4433	FBgn0038763	FBgn0038763	CG4433
Tusp	FBgn0039530	FBgn0039530	Tusp
CG2747	FBgn0037541	FBgn0037541	CG2747
gk	FBgn0020300	FBgn0020300	gk
CG10621	FBgn0032726	FBgn0032726	CG10621
cactin	FBgn0031114	FBgn0031114	cactin
Epac	FBgn0085421	FBgn0085421	Epac
CG8778	FBgn0086594	FBgn0086594	Dmir\CG8778
CG8778	FBgn0033761	FBgn0033761	CG8778
CG7889	FBgn0031003	FBgn0031003	CG7889
CG7889	FBgn0045591	FBgn0045591	Dsim\CG7889
Fhos	FBgn0266084	FBgn0266084	Fhos
beta-Spec	FBgn0250788	FBgn0250788	beta-Spec
CG42286	FBgn0266801	FBgn0266801	CG45263
nes	FBgn0026630	FBgn0026630	nes
CG34120	FBgn0083956	FBgn0083956	CG34120
CG5220	FBgn0038471	FBgn0038471	CG5220
CG5220	FBgn0068296	FBgn0068296	Dyak\GE24604
Smyd4	FBgn0036282	FBgn0036282	Smyd4
CG5342	FBgn0037916	FBgn0037916	CG5342
RpL8	FBgn0261602	FBgn0261602	RpL8
CG7227	FBgn0031970	FBgn0031970	CG7227
CG5630	FBgn0038842	FBgn0038842	hdly
Eip71CD	FBgn0000565	FBgn0000565	Eip71CD
Fit2	FBgn0036688	FBgn0036688	Fit2
CG5532	FBgn0034902	FBgn0034902	CG5532
CG5532	FBgn0045609	FBgn0045609	Dsim\CG5532
CanB2	FBgn0015614	FBgn0015614	CanB2
Pvf2	FBgn0031888	FBgn0031888	Pvf2
CG9099	FBgn0030802	FBgn0030802	CG9099
